(143.17, 432.69, 479.6, 61)
(329.26, 476.04, 323.21, 13)
(146.45, 366.49, 222.71, 83)
(412.99, 465.7, 314.26, 54)
(63.9, 293.31, 43.43, 33)
(66.81, 186.06, 113.72, 65)
(341.35, 220.34, 146.91, 45)
(206.51, 423.95, 495.33, 70)
(248.78, 106.78, 17.64, 90)
(446.69, 318.62, 52.61, 14)
(427.99, 317.4, 436.08, 49)
(490.94, 121.02, 495.87, 67)
(431.4, 177.02, 436.79, 9)
(151.82, 301.26, 411.42, 49)
(307.91, 347.73, 365.62, 21)
(360.94, 308.7, 145.58, 6)
(394.33, 37.98, 356.17, 76)
(142.63, 342.55, 499.7, 46)
(325.66, 479.89, 203.34, 61)
(259.09, 124.55, 245.91, 29)
(34.12, 155.43, 329.72, 86)
(48.1, 21.92, 329.14, 87)
(54.61, 119.83, 172.79, 12)
(351.19, 442.67, 182.83, 97)
(294.95, 363.34, 367.59, 37)
(100.65, 357.74, 365.63, 18)
(139.25, 239.77, 328.53, 5)
(90.92, 202.37, 462.98, 54)
(361.76, 89.85, 95.36, 2)
(492.31, 401.91, 1.92, 71)
(367.88, 314.77, 352.76, 92)
(241.7, 451.9, 434.16, 1)
(487.71, 322.35, 215.09, 51)
(268.1, 390.01, 239.24, 76)
(463.47, 370.4, 259.39, 79)
(40.98, 407.69, 9.33, 16)
(356.22, 223.8, 420.27, 85)
(310.12, 265.02, 419.38, 38)
(338.13, 352.51, 138.54, 89)
(198.04, 310.38, 216.72, 72)
(354.84, 82.98, 154.03, 37)
(448.93, 225.59, 470.06, 36)
(309.77, 283.1, 497.88, 47)
(368.01, 320.94, 12.96, 12)
(307.84, 331.71, 263.95, 5)
(32.54, 58.44, 308.72, 30)
(144.28, 208.32, 158.7, 79)
(38.6, 71.17, 118.18, 36)
(87.85, 116.56, 146.84, 30)
(122.76, 191.4, 63.65, 27)
(202.42, 147.12, 277.99, 11)
(275.22, 9.64, 314.17, 17)
(80.48, 46.61, 312.28, 55)
(243.47, 244.77, 319.75, 78)
(199.88, 37.94, 169.4, 24)
(436.22, 333.28, 404.24, 44)
(132.21, 78.13, 372.04, 90)
(234.82, 185.34, 368.24, 76)
(322.33, 294.31, 474.05, 71)
(210.14, 189.56, 119.06, 25)
(296.19, 288.7, 140.26, 42)
(275.47, 42.66, 219.62, 36)
(284.5, 387.56, 425.37, 42)
(351.85, 345.63, 413.24, 57)
(396.58, 391.72, 452.44, 23)
(338.28, 366.38, 184.43, 39)
(214.52, 347.53, 194.42, 22)
(297.93, 387.48, 133.88, 40)
(224.62, 207.74, 450.01, 96)
(163.94, 124.4, 118.85, 58)
(110.92, 215.01, 115.38, 41)
(165.57, 58.72, 164.05, 66)
(471.29, 46.19, 322.2, 84)
(269.5, 412.52, 413.6, 0)
(41.73, 345.62, 311.79, 21)
(45.41, 206.32, 50.17, 2)
(381.14, 304.19, 427.0, 94)
(210.37, 390.52, 205.36, 42)
(123.01, 237.0, 31.02, 20)
(13.71, 50.69, 374.7, 24)
(98.52, 196.51, 58.21, 44)
(102.92, 230.48, 401.24, 7)
(469.4, 89.82, 339.79, 70)
(346.18, 469.52, 69.64, 6)
(32.03, 487.36, 12.03, 82)
(32.06, 423.58, 287.75, 81)
(15.45, 87.94, 459.4, 38)
(483.47, 292.28, 1.99, 50)
(38.6, 305.89, 337.12, 100)
(435.24, 299.07, 180.83, 96)
(347.92, 84.75, 352.89, 41)
(166.42, 287.79, 468.93, 5)
(268.19, 328.93, 400.82, 73)
(340.72, 348.83, 419.03, 25)
(422.48, 267.3, 197.14, 99)
(476.93, 156.82, 427.61, 80)
(483.56, 275.57, 161.36, 65)
(440.2, 186.94, 357.08, 16)
(76.19, 485.42, 80.15, 96)
(330.64, 421.3, 327.58, 60)
(319.2, 484.27, 76.09, 0)
(369.62, 353.95, 288.25, 32)
(40.1, 9.89, 450.27, 86)
(464.82, 68.85, 496.3, 71)
(59.19, 465.85, 0.86, 28)
(73.24, 468.46, 71.22, 94)
(122.73, 236.42, 135.02, 73)
(243.64, 358.16, 206.51, 11)
(138.43, 75.15, 214.7, 35)
(91.65, 56.34, 288.3, 91)
(474.03, 143.42, 328.0, 58)
(152.24, 200.97, 316.15, 99)
(477.68, 455.7, 276.65, 19)
(142.7, 37.25, 140.74, 46)
(97.46, 177.09, 315.0, 77)
(91.39, 282.1, 211.51, 13)
(334.14, 15.37, 230.85, 24)
(415.29, 262.11, 496.17, 83)
(100.64, 382.92, 342.63, 78)
(205.45, 90.76, 87.5, 83)
(333.74, 259.12, 29.85, 62)
(345.2, 297.18, 153.77, 47)
(178.14, 70.59, 301.77, 55)
(334.49, 176.81, 340.17, 20)
(260.92, 125.28, 114.97, 18)
(419.78, 372.97, 107.46, 37)
(408.93, 494.52, 437.46, 94)
(403.91, 125.22, 339.3, 22)
(32.97, 8.25, 211.59, 8)
(428.92, 18.0, 90.35, 35)
(182.72, 237.76, 39.69, 38)
(177.21, 140.03, 470.18, 37)
(301.01, 466.56, 317.19, 72)
(42.02, 340.92, 311.08, 23)
(361.01, 252.59, 334.52, 63)
(23.57, 52.42, 153.44, 58)
(66.5, 144.36, 232.35, 24)
(353.6, 456.82, 329.8, 14)
(244.1, 429.06, 12.84, 88)
(274.49, 422.84, 370.63, 82)
(95.36, 464.65, 191.63, 81)
(429.15, 10.15, 221.11, 52)
(125.73, 402.42, 118.55, 99)
(368.61, 194.85, 101.64, 28)
(344.79, 412.38, 4.89, 28)
(486.03, 246.7, 224.34, 0)
(332.69, 282.02, 135.55, 89)
(131.99, 55.43, 384.37, 38)
(88.19, 266.7, 183.23, 8)
(85.24, 258.61, 36.45, 4)
(23.29, 44.88, 37.28, 58)
(469.28, 168.53, 476.28, 53)
(402.23, 190.25, 40.56, 13)
(318.64, 161.29, 296.02, 67)
(123.41, 128.6, 147.29, 80)
(266.52, 375.73, 35.43, 89)
(425.5, 331.71, 64.97, 21)
(363.0, 443.4, 117.17, 64)
(372.36, 162.27, 401.51, 61)
(495.99, 447.24, 237.54, 93)
(336.93, 289.64, 20.54, 75)
(399.6, 385.15, 232.98, 90)
(295.31, 339.24, 131.4, 32)
(54.56, 462.16, 464.32, 54)
(65.4, 73.64, 210.47, 14)
(379.67, 390.61, 104.01, 87)
(31.41, 169.29, 169.78, 67)
(418.28, 420.69, 230.11, 74)
(406.47, 27.08, 247.01, 57)
(334.66, 117.58, 237.91, 49)
(51.75, 23.22, 265.78, 85)
(113.12, 489.4, 16.77, 70)
(4.5, 67.7, 430.05, 45)
(371.83, 88.09, 432.68, 90)
(55.45, 496.47, 206.66, 50)
(244.89, 360.6, 343.01, 32)
(285.67, 259.98, 454.38, 20)
(442.35, 304.08, 250.92, 94)
(56.87, 16.54, 271.93, 49)
(381.73, 365.0, 251.57, 7)
(187.23, 326.05, 238.6, 32)
(395.04, 458.64, 450.83, 34)
(89.29, 499.92, 349.99, 53)
(137.74, 416.27, 161.76, 3)
(120.54, 338.09, 276.31, 37)
(302.0, 323.79, 404.17, 40)
(429.59, 214.17, 349.3, 69)
(262.53, 22.12, 253.18, 65)
(211.12, 396.53, 118.27, 94)
(97.2, 10.73, 449.48, 40)
(268.34, 201.47, 471.64, 100)
(446.51, 124.49, 306.59, 90)
(367.25, 41.79, 498.87, 62)
(421.42, 260.76, 60.08, 96)
(154.82, 219.56, 499.68, 59)
(67.22, 202.23, 302.36, 53)
(26.51, 95.91, 16.21, 86)
(297.29, 406.96, 130.31, 14)
(476.54, 368.97, 214.92, 44)
(422.06, 431.73, 466.75, 6)
(66.6, 292.61, 6.3, 8)
(306.9, 495.34, 470.2, 46)
(189.25, 176.34, 130.23, 22)
(86.34, 41.76, 481.4, 91)
(170.5, 345.0, 76.44, 57)
(379.33, 165.13, 317.52, 78)
(156.04, 326.98, 265.29, 42)
(204.48, 478.71, 238.5, 87)
(39.17, 422.63, 152.7, 6)
(79.02, 274.94, 432.48, 31)
(424.1, 272.1, 35.4, 68)
(330.42, 28.38, 92.32, 89)
(176.29, 233.4, 458.04, 44)
(206.9, 309.31, 13.75, 50)
(403.64, 111.9, 476.87, 98)
(307.91, 278.5, 171.34, 28)
(319.69, 375.77, 412.56, 15)
(343.36, 347.73, 92.72, 1)
(341.84, 453.82, 292.98, 80)
(81.57, 348.16, 425.12, 80)
(369.55, 478.43, 54.5, 17)
(409.91, 47.18, 223.91, 25)
(97.33, 383.02, 169.48, 55)
(289.74, 395.15, 347.02, 76)
(187.09, 68.04, 243.98, 33)
(378.64, 130.3, 346.03, 27)
(151.84, 420.15, 13.49, 47)
(312.98, 173.79, 94.28, 74)
(276.69, 181.0, 111.05, 42)
(486.88, 489.95, 182.48, 59)
(446.32, 442.62, 481.74, 39)
(201.34, 222.1, 427.48, 8)
(68.19, 439.88, 392.24, 38)
(156.11, 471.02, 281.8, 39)
(301.51, 351.26, 31.48, 14)
(207.24, 220.38, 487.21, 10)
(136.1, 384.72, 355.96, 85)
(125.17, 361.47, 415.49, 17)
(186.02, 281.65, 284.8, 88)
(54.68, 404.16, 443.84, 93)
(172.75, 281.0, 92.55, 16)
(153.31, 310.7, 316.3, 44)
(204.4, 158.7, 341.03, 37)
(379.76, 485.49, 499.29, 98)
(305.45, 22.77, 54.77, 27)
(406.37, 107.85, 364.4, 67)
(255.19, 29.36, 485.5, 24)
(75.0, 222.45, 12.0, 66)
(341.56, 102.89, 499.72, 70)
(434.23, 414.83, 96.47, 42)
(297.3, 273.29, 11.96, 50)
(473.19, 457.62, 438.99, 64)
(29.39, 168.24, 482.64, 95)
(169.03, 103.12, 292.48, 53)
(6.56, 263.65, 102.38, 50)
(121.86, 199.64, 341.54, 53)
(82.67, 386.46, 383.25, 6)
(159.48, 263.66, 376.88, 55)
(394.01, 315.09, 457.01, 92)
(353.82, 309.57, 175.42, 44)
(281.04, 497.55, 454.9, 21)
(420.52, 170.4, 366.74, 28)
(385.15, 174.57, 89.12, 7)
(409.51, 367.49, 419.09, 52)
(456.63, 346.16, 369.78, 41)
(13.61, 475.15, 30.0, 71)
(238.97, 213.91, 405.3, 40)
(392.2, 471.77, 387.39, 9)
(448.5, 313.61, 158.07, 66)
(198.96, 0.82, 188.26, 1)
(57.26, 445.3, 11.94, 9)
(443.51, 357.86, 12.01, 35)
(149.03, 458.36, 432.71, 66)
(390.01, 274.07, 270.12, 75)
(163.61, 316.97, 480.45, 56)
(189.84, 270.11, 363.6, 66)
(413.61, 267.44, 134.0, 36)
(122.08, 395.61, 92.0, 64)
(54.16, 384.53, 496.28, 19)
(114.58, 20.25, 421.74, 82)
(270.84, 4.59, 193.19, 33)
(227.9, 239.27, 429.4, 98)
(241.34, 298.73, 79.71, 97)
(44.26, 78.27, 46.4, 12)
(307.97, 425.72, 278.35, 76)
(418.62, 372.45, 247.04, 18)
(124.02, 145.76, 78.18, 87)
(491.82, 214.44, 255.68, 32)
(222.59, 229.0, 182.02, 72)
(104.63, 109.7, 460.01, 15)
(171.24, 289.02, 212.66, 62)
(159.69, 214.8, 188.59, 24)
(5.89, 247.26, 256.73, 47)
(382.74, 208.02, 249.26, 49)
(211.87, 299.5, 101.34, 80)
(335.32, 200.81, 12.29, 19)
(341.85, 13.09, 269.28, 74)
(12.84, 171.35, 373.88, 24)
(188.43, 497.18, 17.0, 3)
(246.91, 224.44, 423.74, 48)
(195.75, 102.66, 336.93, 55)
(331.36, 103.61, 60.95, 30)
(494.12, 466.06, 490.41, 45)
(92.69, 386.11, 280.06, 85)
(370.13, 349.05, 282.3, 3)
(161.05, 486.87, 290.43, 68)
(413.44, 123.71, 7.21, 86)
(240.69, 190.94, 378.9, 18)
(49.13, 173.01, 72.53, 89)
(342.58, 91.23, 163.69, 100)
(132.7, 310.82, 149.02, 23)
(113.55, 477.03, 485.44, 33)
(171.65, 224.02, 68.59, 30)
(23.11, 328.31, 263.0, 29)
(63.37, 176.15, 441.14, 50)
(333.23, 2.49, 39.34, 25)
(77.29, 426.32, 107.11, 91)
(337.8, 225.8, 426.51, 55)
(484.43, 360.95, 4.92, 21)
(493.5, 275.19, 368.19, 7)
(433.21, 41.52, 14.16, 84)
(497.4, 63.8, 256.78, 0)
(221.46, 21.06, 304.41, 90)
(167.87, 438.71, 433.52, 76)
(99.77, 344.87, 413.86, 41)
(314.54, 463.09, 407.91, 53)
(464.55, 389.17, 225.45, 52)
(472.83, 489.01, 271.24, 43)
(43.68, 427.12, 29.3, 80)
(423.47, 127.55, 174.9, 40)
(136.16, 26.61, 12.01, 32)
(366.79, 161.21, 445.41, 15)
(449.39, 155.84, 431.45, 13)
(363.53, 404.62, 88.02, 37)
(191.2, 382.29, 238.5, 26)
(187.58, 413.05, 463.24, 3)
(147.99, 456.72, 98.63, 80)
(225.74, 255.23, 398.55, 48)
(187.4, 207.63, 268.33, 23)
(13.34, 276.76, 303.38, 23)
(391.86, 55.87, 465.16, 5)
(299.46, 334.58, 62.25, 51)
(133.23, 247.88, 299.28, 62)
(18.43, 269.37, 287.36, 92)
(405.35, 168.74, 89.55, 66)
(93.55, 146.25, 55.94, 84)
(76.54, 252.06, 96.63, 95)
(384.75, 147.94, 331.51, 8)
(92.08, 455.14, 301.76, 59)
(220.53, 119.31, 296.99, 22)
(94.57, 455.9, 18.06, 30)
(383.16, 420.88, 159.25, 28)
(382.34, 57.77, 418.27, 24)
(153.48, 447.21, 105.09, 76)
(316.38, 116.32, 454.13, 44)
(392.91, 288.58, 70.39, 12)
(303.09, 170.75, 24.18, 57)
(47.21, 134.4, 68.52, 97)
(214.97, 212.03, 160.03, 37)
(278.78, 47.49, 252.11, 69)
(336.47, 377.73, 460.66, 51)
(389.91, 99.76, 37.88, 90)
(320.51, 66.21, 432.99, 51)
(214.28, 243.91, 373.26, 96)
(9.87, 178.81, 496.53, 45)
(140.46, 233.09, 25.79, 43)
(271.64, 169.22, 258.64, 6)
(96.58, 8.05, 130.39, 1)
(495.72, 264.25, 246.84, 48)
(129.74, 100.95, 134.79, 83)
(45.28, 441.12, 366.49, 71)
(90.52, 149.78, 259.6, 68)
(0.16, 356.43, 353.47, 45)
(66.2, 320.72, 475.47, 16)
(61.98, 248.4, 216.59, 96)
(42.62, 252.73, 232.36, 25)
(335.07, 322.88, 89.29, 74)
(371.06, 2.02, 374.52, 24)
(345.72, 142.59, 89.13, 15)
(317.86, 161.61, 118.14, 73)
(176.63, 33.82, 24.74, 24)
(56.45, 11.17, 218.24, 28)
(26.97, 110.06, 322.59, 78)
(176.91, 294.2, 2.6, 16)
(299.9, 458.96, 414.35, 52)
(429.2, 440.05, 53.03, 25)
(280.08, 107.01, 326.8, 40)
(354.32, 384.37, 203.11, 99)
(67.76, 57.42, 323.1, 35)
(243.78, 44.71, 2.48, 68)
(11.27, 243.23, 303.43, 41)
(139.59, 91.91, 30.55, 26)
(109.69, 220.75, 173.1, 88)
(330.24, 209.52, 434.03, 72)
(427.46, 314.93, 54.45, 1)
(232.49, 450.94, 73.1, 87)
(253.31, 304.82, 410.92, 3)
(154.91, 348.78, 296.42, 49)
(353.53, 213.81, 448.26, 85)
(241.11, 338.63, 203.83, 35)
(416.19, 60.53, 284.63, 46)
(305.85, 97.1, 396.89, 46)
(84.34, 242.17, 180.28, 73)
(70.94, 321.43, 303.61, 54)
(301.63, 349.25, 126.34, 97)
(162.89, 173.06, 316.65, 45)
(236.72, 243.88, 378.7, 85)
(118.03, 285.52, 210.86, 1)
(426.94, 10.32, 259.56, 16)
(272.41, 283.27, 397.55, 34)
(80.84, 48.3, 393.76, 62)
(414.16, 11.43, 192.62, 42)
(85.0, 426.24, 306.28, 12)
(320.18, 455.33, 368.69, 41)
(54.19, 290.53, 174.86, 98)
(432.11, 481.9, 410.74, 6)
(491.87, 60.88, 238.25, 93)
(468.87, 27.39, 333.44, 61)
(243.04, 230.25, 59.18, 4)
(225.33, 350.95, 43.84, 40)
(24.52, 416.12, 95.11, 4)
(99.5, 248.03, 61.64, 30)
(59.07, 261.06, 315.93, 9)
(107.98, 187.91, 164.16, 47)
(48.47, 338.51, 407.97, 24)
(165.21, 242.9, 461.44, 36)
(198.71, 211.19, 421.6, 43)
(71.69, 489.19, 436.62, 0)
(384.01, 190.04, 33.9, 37)
(475.7, 159.73, 434.31, 18)
(395.76, 397.65, 31.97, 8)
(53.62, 79.1, 449.73, 19)
(422.43, 80.46, 465.77, 25)
(431.0, 68.22, 198.84, 20)
(21.09, 209.64, 406.57, 4)
(222.95, 478.31, 120.73, 98)
(107.05, 179.84, 164.93, 50)
(102.53, 18.76, 187.68, 28)
(377.82, 379.07, 259.2, 8)
(206.69, 254.99, 381.41, 76)
(120.56, 286.21, 57.87, 89)
(163.95, 165.9, 334.95, 8)
(246.44, 441.44, 154.11, 99)
(358.67, 339.13, 289.78, 38)
(372.51, 14.46, 241.39, 76)
(398.01, 176.59, 378.45, 51)
(99.8, 340.81, 495.5, 57)
(382.7, 278.32, 451.98, 12)
(221.45, 243.83, 92.24, 12)
(290.73, 210.96, 209.1, 76)
(152.0, 66.13, 260.12, 21)
(419.08, 205.64, 371.39, 57)
(400.13, 82.63, 103.78, 4)
(134.43, 91.64, 86.38, 40)
(69.98, 23.79, 367.58, 60)
(345.01, 411.84, 14.34, 56)
(132.25, 60.04, 238.47, 73)
(495.82, 390.88, 134.94, 73)
(134.53, 292.87, 385.94, 19)
(406.11, 355.13, 271.54, 7)
(388.35, 131.91, 168.05, 63)
(353.79, 98.38, 428.14, 68)
(409.01, 444.21, 302.76, 16)
(418.12, 446.79, 441.88, 69)
(411.23, 163.01, 56.34, 32)
(386.05, 344.68, 347.38, 22)
(145.83, 155.84, 220.92, 44)
(201.88, 444.48, 92.01, 23)
(124.96, 96.49, 16.01, 9)
(300.83, 101.47, 353.02, 13)
(119.95, 440.24, 96.79, 0)
(145.69, 17.34, 283.79, 9)
(352.97, 448.49, 179.45, 83)
(353.18, 387.3, 348.45, 0)
(124.64, 0.66, 324.61, 66)
(120.62, 452.13, 479.91, 41)
(186.14, 290.77, 339.59, 24)
(7.96, 72.07, 394.96, 88)
(249.23, 161.73, 135.58, 28)
(175.04, 396.6, 304.32, 59)
(9.07, 453.88, 358.58, 59)
(233.41, 265.03, 8.79, 37)
(9.52, 168.34, 146.57, 44)
(166.48, 193.22, 45.09, 16)
(114.64, 149.53, 411.32, 44)
(293.15, 281.07, 347.84, 14)
(454.79, 300.14, 42.48, 33)
(300.84, 320.92, 20.81, 10)
(191.26, 265.07, 282.07, 22)
(280.94, 74.1, 269.03, 15)
(488.32, 69.82, 241.65, 18)
(194.07, 411.17, 62.18, 85)
(134.61, 259.62, 488.81, 70)
(356.91, 28.62, 380.38, 8)
(491.12, 204.52, 337.94, 82)
(393.31, 350.81, 464.62, 17)
(269.63, 404.56, 285.01, 73)
