(274.35, 408.58, 448.18, 20)
(364.86, 142.27, 490.77, 50)
(485.63, 135.12, 49.33, 100)
(493.87, 361.72, 343.12, 20)
(468.95, 468.41, 167.5, 30)
(76.79, 467.27, 423.67, 10)
(376.8, 27.78, 468.8, 50)
(124.04, 14.52, 483.87, 90)
(28.63, 95.35, 492.75, 40)
(459.59, 481.89, 392.24, 0)
(213.08, 131.75, 241.37, 70)
(216.93, 81.61, 56.19, 50)
(133.76, 423.17, 181.22, 80)
(39.85, 442.37, 201.47, 50)
(107.91, 28.35, 84.87, 30)
(384.08, 474.82, 139.9, 80)
(216.03, 45.6, 476.1, 100)
(27.21, 328.36, 248.33, 70)
(241.05, 216.05, 88.51, 100)
(450.36, 200.65, 256.76, 70)
(257.2, 42.62, 458.29, 70)
(62.68, 110.06, 476.02, 90)
(192.93, 485.34, 291.67, 80)
(291.94, 250.48, 40.59, 90)
(300.7, 404.12, 257.92, 60)
(64.99, 231.57, 22.93, 10)
(154.68, 418.89, 383.69, 20)
(14.01, 472.2, 163.72, 30)
(156.5, 255.91, 415.31, 30)
(292.7, 480.89, 4.91, 70)
(72.57, 334.38, 423.8, 20)
(149.74, 57.07, 60.46, 10)
(477.66, 90.62, 236.82, 40)
(471.27, 315.8, 111.43, 100)
(167.25, 157.89, 25.73, 0)
(490.15, 403.61, 436.17, 10)
(290.15, 375.32, 455.42, 60)
(65.96, 73.02, 174.74, 20)
(474.1, 272.82, 410.34, 60)
(192.54, 342.17, 189.41, 40)
(90.6, 201.22, 261.78, 50)
(73.41, 263.93, 282.76, 80)
(392.12, 201.11, 25.28, 90)
(359.06, 358.36, 434.56, 80)
(200.78, 221.89, 320.23, 80)
(36.25, 318.05, 108.42, 80)
(358.02, 33.42, 397.7, 90)
(480.55, 66.74, 176.05, 10)
(481.48, 461.06, 128.36, 60)
(340.12, 439.26, 287.29, 70)
(29.95, 404.69, 124.04, 70)
(227.05, 379.46, 499.98, 90)
(243.8, 76.8, 206.78, 40)
(420.33, 205.12, 185.18, 30)
(187.49, 148.04, 106.93, 70)
(89.16, 183.88, 304.71, 70)
(275.34, 52.97, 489.72, 30)
(191.55, 158.11, 476.93, 0)
(276.15, 114.2, 157.35, 50)
(361.82, 278.44, 127.11, 70)
(398.34, 311.81, 146.23, 100)
(209.5, 298.55, 488.81, 40)
(210.99, 224.62, 306.37, 40)
(192.96, 181.72, 190.84, 60)
(236.1, 308.75, 256.08, 20)
(24.1, 95.43, 277.89, 100)
(16.4, 202.68, 222.4, 0)
(227.31, 455.31, 403.6, 20)
(489.49, 339.56, 130.15, 70)
(31.0, 124.32, 420.4, 80)
(358.85, 189.07, 113.37, 20)
(479.47, 378.36, 59.87, 20)
(401.92, 116.35, 218.09, 100)
(281.56, 129.26, 478.59, 70)
(463.34, 196.1, 392.33, 90)
(123.47, 192.59, 305.92, 50)
(414.13, 210.89, 290.82, 20)
(204.24, 141.58, 437.34, 20)
(23.14, 495.64, 392.46, 70)
(384.36, 176.25, 56.62, 30)
(367.61, 266.31, 70.12, 50)
(177.49, 32.19, 171.42, 30)
(213.14, 136.15, 273.66, 30)
(346.12, 409.24, 50.73, 60)
(482.17, 248.2, 357.77, 40)
(172.58, 268.98, 143.06, 80)
(59.65, 242.01, 196.17, 70)
(365.28, 374.98, 14.8, 0)
(197.73, 322.38, 60.39, 20)
(109.6, 88.61, 25.47, 70)
(446.32, 345.85, 134.11, 30)
(363.08, 255.61, 74.42, 60)
(344.7, 14.94, 364.25, 30)
(2.36, 135.32, 69.66, 60)
(161.27, 323.97, 130.23, 100)
(195.51, 312.52, 417.82, 60)
(161.0, 192.98, 430.27, 80)
(432.13, 109.19, 264.16, 10)
(81.63, 93.18, 457.45, 80)
(478.79, 455.54, 221.88, 20)
